ip,common_name,organization,country,locality,province,sandns,sanip,selfsigned
"65.8.137.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.141.118","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.169.43","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.169.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.181.113","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.182.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.186.113","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.190.118","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.197.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.206.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.207.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.225.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.225.119","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.238.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.241.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"65.8.250.118","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"65.8.253.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.4.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.6.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.19.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.22.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.35.114","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.38.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.48.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.53.120","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.67.122","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.69.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.80.111","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.83.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.97.126","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.98.44","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.108.110","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.115.38","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.124.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.129.123","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.135.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.145.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.154.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.160.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.166.126","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.171.43","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.185.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.191.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.202.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.201.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.210.115","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.219.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.227.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.138.230.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.240.115","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.241.115","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.138.249.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.10.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.19.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.22.122","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.36.43","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.36.126","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.49.106","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.48.38","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.83.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.83.120","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.91.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.99.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.105.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.109.42","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.125.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.127.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.137.117","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.144.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.171.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.172.41","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.186.116","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.189.40","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.209.39","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.209.109","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.224.107","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"108.139.232.39","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.244.37","daws-kr.go.tesla.services","Tesla Motors, Inc.","US","Palo Alto","California","daws-kr.go.tesla.services","","false"
"108.139.247.108","daws.tesla.services","Tesla Motors","US","Palo Alto","California","daws.tesla.services","","false"
"63.34.64.86","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.omoc.yahoo.com|*.trogiup.yahoo.com","","false"
"63.34.237.86","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"63.35.191.45","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"13.39.228.113","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"75.101.176.104","*.api.immersive.yahoo.com","","","","","*.api.immersive.yahoo.com","","false"
"54.169.63.173","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.169.87.114","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"54.169.151.96","src1.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","src1.yahoo.com|*.oath.com|*.ouroath.com|*.ouryahoo.com|*.yahoo.com|*.aol.com|*.aol.de|*.verizonmedia.com|*.yahooinc.com|*.yahoo.bg|*.yahoo.ca|*.yahoo.cn|*.yahoo.co.in|*.yahoo.co.nz|*.yahoo.co.th|*.yahoo.co.uk|*.yahoo.com.ar|*.yahoo.com.au|*.yahoo.com.br|*.yahoo.com.cn|*.yahoo.com.hk|*.yahoo.com.mx|*.yahoo.com.ph|*.yahoo.com.sg|*.yahoo.com.tw|*.yahoo.com.vn|*.yahoo.com.my|*.yahoo.co.id|*.yahoo.de|*.yahoo.ee|*.yahoo.es|*.yahoo.fr|*.yahoo.hk|*.yahoo.hu|*.yahoo.ie|*.yahoo.in|*.yahoo.it|*.yahoo.ph|*.yahoo.pt|*.yahoo.sg|*.brightroll.com|*.ops.aol.com|*.web.aol.com|*.aol.co.uk|*.aol.jp|*.engadget.com|*.teamaol.com|*.aol.fr|*.aol.ca|*.joystiq.com|*.maktoob.com|*.yahooapis.com|*.yahoomusic.com|*.vzbuilders.com|*.onemobile.aol.com|*.makers.com|*.isp.netscape.com|*.yahoosportsbook.com|*.isp.yahoo.com|*.glp.searchjam.com|*.notdonedocumentary.com|*.notdonefilm.com|*.yahoosports.com|*.yahoofinance.com|*.broman.vzbuilders.com|*.knowledge.yahoo.com|*.advertising.yahoo.com|*.builtbygirls.com|*.yahoo.net|*.yahoosmallbusiness.com","","false"
"54.169.158.146","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"54.169.192.228","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"15.222.8.144","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
